Subject Code,Course Number,Course Title
EXE,417,Prevention and Care of Athletic Injuries
EXE,435,Introduction to Sports Psychology
EXE,436,Scientific Principles of Conditioning
EXE,439,Physiology of Exercise
EXE,464,Internship in Exercise Science
EXE,470,Experience Credit
EXE,490,Independent Study
EXE,499,Capstone Project
EXE,514,Exercise and Aging
EXE,515,Graded Exercise Testing and Interpretation
EXE,516,Exercise Prescription: Health and Disease
EXE,517,Pathophysiology
EXE,518,Cardiac Rehabilitation
EXE,519,Metabolic Aspects of Physical Activity
FAS,104,Fundamentals of Fashion Design
FAS,120,Fashion Skills and Techniques I
FAS,121,Fashion Skills and Techniques II
FAS,147,Visual Thinking
FAS,155,Introduction to the Visual Arts
FAS,222,Fashion Skills and Techniques III
FAS,223,Fashion Skills and Techniques IV
FAS,231,Fashion Design Studio I
FAS,232,Fashion Design Studio II
FAS,270,Experience Credit
FAS,300,Selected Topics
FAS,301,Digital Presentation for Fashion Design
FAS,322,Fashion Design: Tailoring
FAS,323,Fashion Design: Accessory Design
FAS,332,Fashion Design Studio III
FAS,333,Fashion Design Studio IV
FAS,335,History of Fashion Design I: Origins and Revivals
FAS,336,History of Fashion Design II: Contemporary Trends
FAS,341,Fashion Computer Aided Pattern Design
FAS,419,Contemporary Issues in Fashion
FAS,422,Fashion Design: Senior Collection I
FAS,423,Fashion Design: Senior Collection II
FAS,428,Social and Psychological Factors Influencing Clothing
FAS,470,Experience Credit
FAS,490,Independent Study
FAS,499,Honors Capstone Project
FAS,526,Cultural Aspects of Clothing
FAS,530,Problems in Environmental Arts
FHN,120,French Horn Instruction
FHN,125,French Horn Instruction
FHN,126,French Horn Instruction
FHN,220,French Horn Instruction
FHN,225,French Horn Instruction
FHN,226,French Horn Instruction
FHN,320,French Horn Instruction
FHN,325,French Horn Instruction
FHN,326,French Horn Instruction
FHN,329,Performance Honors in French Horn
FHN,420,French Horn Instruction
FHN,425,French Horn Instruction
FHN,426,French Horn Instruction
FHN,429,Performance Honors in French Horn
FHN,520,French Horn Instruction
FHN,525,French Horn Instruction
FHN,526,French Horn Instruction
FIL,121,Filmmaking Workshop: Physical Aspects
FIL,122,Sound/Image
FIL,124,Filmmaking Workshop: Concepts
FIL,221,Cinematic Modes of Production: Documentary/Experimental
FIL,222,Post-Production Workshop
FIL,223,Cinematic Modes of Production: Fiction/Hybrid
FIL,225,Problems of Film Perception
FIL,226,Survey of Film Theory
FIL,228,Film Scriptwriting
FIL,250,Topics in Film History & Culture
FIL,253,Survey of Film History 1
FIL,254,Survey of Film History 2
FIL,321,Filmmaking:Animation
FIL,322,Cinematic Modes Workshop
FIL,324,Scriptwriting Workshop
FIL,329,Sound Design
FIL,360,Topics in Film Culture
FIL,416,British Masculinity On Screen: James Bond and Sherlock Holmes
FIL,420,Filmmaking:Senior Project
FIL,423,Italian Film NOW
FIL,499,Honors Capstone Project
FIL,500,Selected Topics
FIL,520,Film Studies Seminar
FIL,521,Filmmaking: Selected Topics
FIL,523,Cinema Acting&Directing
FIL,527,Critical Problems Film&Video
FIN,256,Principles of Finance
FIN,301,Essentials of Finance
FIN,345,Financial Management
FIN,346,Investments
FIN,355,Money & Banking
FIN,378,Financial Planning
FIN,400,Selected Topics
FIN,451,China’s Economy and Financial System
FIN,452,Working Capital Management
FIN,453,New and Emerging Markets
FIN,454,Financial Analytics
FIN,457,Internatl Financial Manag
FIN,458,Fin Instns/Portfolio Mgmt
FIN,459,Introduction to Derivatives
FIN,460,Fixed Income Securities
FIN,461,Financial Modeling
FIN,462,Corporate Restructurings
FIN,463,"Model Building for Investment Banking, Equity Research, and Credit Analysis"
FIN,464,Institutional Trading
FIN,465,The Securities Market
FIN,466,Value Investing
FIN,468,Seminar in Finance
FIN,469,Distress Investing
FIN,471,Financial Instit & Mkts
FIN,473,Control Investing
FLL,131,Chinese Writing
FLL,141,Beginning Cantonese Conversation
FLL,404,’AZAHAR’ The Islamic Conquest and the Christian Reconquest
FLT,110,Flute Instruction
FLT,115,Flute Instruction
FLT,116,Flute/Music Majors
FLT,210,Flute Instruction
FLT,215,Flute Instruction
FLT,216,Flute Instruction
FLT,310,Flute Instruction
FLT,315,Flute Instruction
FLT,316,Flute Instruction
FLT,319,Performance Honors in Flute
FLT,410,Flute Instruction
FLT,415,Flute Instruction
FLT,416,Flute Instruction
FLT,419,Performance Honors in Flute
FLT,510,Flute Instruction
FLT,515,Flute Instruction
FLT,516,Flute Instruction
FRE,101,French I
FRE,102,French II
FRE,201,French III
FRE,202,French IV
FRE,210,Intermediate Oral Practice
FRE,290,Independent Study
FRE,300,Selected Topics
FRE,301,French Grammar and Composition
FRE,302,French Phonetics and Conversation
FRE,305,Evolution and Revolution through the Centuries
FRE,306,From Romanticism to Postmodernism
FRE,307,Varieties of Realism
FRE,315,French Civilization
FRE,316,Contemporary French Culture
FRE,317,Business French
FRE,325,Junior Language Usage
FRE,400,Selected Topics
FRE,401,Translation/Traduction
FRE,403,Topics in French and Francophone Literature and Film
FRE,405,French Culture in Age of Louis XIV
FRE,407,French Libertine Fictions
FRE,409,French Culture and Revolution
FRE,411,Moliere
FRE,412,French Women Writers
FRE,417,”Impressions d’Afrique”:Caribbean Gazes
FRE,419,Sembene Ousmane and the African Cinema
FRE,421,Francophone African Criticism
FRE,439,Art in France from Impressionism to Surrealism
FRE,441,France Under the Occupation
FRE,443,Modern French Drama
FRE,447,France from the Revolution to the Great War
FRE,449,France from the Treaty of Versailles to European Integration
FSC,206,Intermediate Forensic Science
FSC,300,Selected Topics
FSC,332,Intro to Forensic Anthropology
FSC,406,Advanced Forensic Science
FSC,434,Anatomy & Physiology for Forensic Medicine
FSC,435,Medicolegal Death Investigation I
FSC,436,Medicolegal Death Investigation II
FSC,437,Medicolegal Death Investigation for Emergency Responders
FSC,440,Special Topics in Advanced Forensics
FSC,441,Forensic Analysis of Biological Evidence
FSC,444,Forensic Chemical Analysis
FSC,451,Forensic Pathology
FSC,452,Forensic Mental Health
FSC,453,Forensic Toxicology
FSC,455,Computational Forensics
FSC,456,Mobile Forensics and Social Networking
FSC,457,Principles of Human Toxicology
FSC,461,Firearms and Impression Evidence
FSC,462,Forensic Entomology
FSC,463,Bloodstain Pattern Analysis
FSC,464,Latent Print Processing
FSC,465,Latent Prints
FSC,467,Forensic Photography
FSC,468,Crime Scene Investigation
FSC,469,Science of Countering Weapons of Mass Destruction
FSC,470,Experience Credit
FSC,472,Advanced Light Microscopy
FSC,473,Mechanics of Modern Firearms
FSC,474,Forensic DNA Analysis
FSC,475,Latent Prints II
FSC,476,Cold Cases
FSC,478,Crime Scene Investigation II
FSC,479,Microbial Forensic Science
FSC,480,International Course
FSC,490,Independent Study
FSC,498,Capstone Seminar in Forensic Science
FSC,499,Honors Capstone Project
FST,100,Selected Topics
FST,102,Food Fights: Contemporary Food Issues
FST,200,Selected Topics
FST,201,Professional Baking
FST,202,Agroecology
FST,203,Fine Pastries and Desserts
FST,204,"Food, Identity, and Power"
FST,217,World Cuisines
FST,222,Introduction to Culinary Arts
FST,270,Experience Credit
FST,290,Independent Study
FST,300,Selected Topics
FST,302,"Food, Environment and Climate"
FST,303,Food Movements
FST,304,Farm to Fork
FST,306,Food Cooperatives
FST,307,Feeding the World: Global Agri-Food Governance
FST,309,Philosophy & Practice of Locavorism
FST,310,Will Work for Food: Labor Across the Food Chain
FST,312,Emergency Food Systems
FST,375,Practicum Pre-Planning
FST,400,Selected Topics
FST,402,Feeding the City: Urban Food Systems
FST,403,The Human Right to Adequate Food and Nutrition
FST,412,Wine Appreciation
FST,415,Food Enterprise
FST,416,Cultural Cuisine
FST,421,Morality of a Meal: Food Ethics
FST,422,Wine and Beer Appreciation
FST,423,Food in History
FST,470,Experience Credit
FST,485,Research Experience in Food Studies
FST,486,Food Studies Practicum
FST,499,Honors Capstone Project
FYS,101,First Year Seminar
GEO,103,Environment and Society
GEO,105,World Urban Geography
GEO,108,Mapping Today: Technology and Spatial Thinking
GEO,155,The Natural Environment
GEO,171,Human Geographies
GEO,200,Selected Topics
GEO,203,Society and the Politics of Nature
GEO,215,Global Environmental Change
GEO,219,American Diversity and Unity (Honors)
GEO,270,Experience Credit
GEO,272,World Cultures
GEO,273,Geography of Capitalism: The Political Economy of Global Inequality
GEO,300,Selected Topics
GEO,304,Sustainability on Trial: Environmental Justice in Northern Europe
GEO,311,The New North Americas
GEO,313,The United States
GEO,314,Hazardous Geographic Environments
GEO,316,River Environments
GEO,317,Geography of Mountain Environments
GEO,318,Tropical Environments
GEO,319,Cold Environments
GEO,321,Latin American Development: Spatial Aspects
GEO,325,Colonialism in Latin America
GEO,326,The Geography of Climate and Weather
GEO,327,Geography of Coastal Environments
GEO,331,The European Union
GEO,336,Climate Justice
GEO,340,Geography of Oil
GEO,347,Art and Environment in American Culture Since 1800
GEO,353,Geographies of Environmental Justice
GEO,354,American Environmental History and Geography
GEO,356,Environmental Ideas and Policy
GEO,358,Animals and Society
GEO,360,Sustainability Science and Policy
GEO,361,Global Economic Geography
GEO,362,The European City
GEO,363,Cities of North America
GEO,367,Gender in a Globalizing World
GEO,372,Political Geography
GEO,374,Environment and Development in the Global South
GEO,381,Cartographic Design
GEO,383,Geographic Information Systems
GEO,386,Quantitative Geographic Analysis
GEO,388,Geographic Information and Society
GEO,396,European Integration
GEO,400,Selected Topics
GEO,405,Conservation and Management Protected Areas: South Africa-OTS
GEO,415,Food: A Critical Geography
GEO,420,Labor Geography
GEO,422,"Water: Environment, Society and Politics"
GEO,423,Urban Environmental History and Political Ecology
GEO,425,South Africa
GEO,426,Environmental Change in the Anthropocene
GEO,428,Auld Reekie: Scotland and the Road to London
GEO,430,"Energy, History and Society"
GEO,434,Pursuing Sustainability Policy
GEO,435,The Global Middle East
GEO,440,Race and Space
GEO,450,Geographies of Migration and Mobility
GEO,455,Biogeography
GEO,459,Pyrogeography: Wildfire in a Changing World
GEO,463,Geography of Homelessness
GEO,470,Experience Credit
GEO,476,Advanced GIS Analysis and Applications
GEO,478,Spatial Storytelling
GEO,479,Introduction to Unmanned Aerial Vehicles: Research & Applications
GEO,482,Environmental Remote Sensing
GEO,484,GIS for Urban Environments
GEO,485,Community Geography
GEO,489,Practicum in Community Geography
GEO,490,Independent Study
GEO,491,Senior Seminar in Geography
GEO,492,Senior Thesis Seminar
GEO,499,Honors Capstone Project
GEO,500,Topics in Geography
GEO,537,Environmental Policy in a Development Context
GEO,561,Global Economic Geography
GEO,563,The Urban Condition
GEO,564,Urban Historical Geography
GEO,572,Landscape Interpretation in Cultural Geography
GEO,573,The Geography of Capital
GEO,576,"Gender, Place, and Space"
GEO,580,Research on Cartographic Techniques
GEO,583,Environmental Geographical Information Science
GEO,595,Geography and the Internet
GER,101,German I
GER,102,German II
GER,201,German III
GER,202,German IV
GER,306,German Composition and Conversation
GER,340,German Fairy Tales: Past and Present
GER,351,German Short Stories
GER,356,German Culture and Civilization
GER,357,Contemporary German Culture and Civilization
GER,361,Berlin: City - Literature - History
GER,365,Nineteenth-Century Prose
GER,366,Nineteenth-Century Drama
GER,367,German Lyrics and Ballads
GER,376,Classicism and Romanticism
GER,377,Literature from 1880 to the Close of World War II
GER,378,German Literature Since World War II
GER,379,German and Austrian Cinema
GER,580,International Course
GRA,300,Selected Topics
GRA,345,Visual Issues in the Media
GRA,400,Selected Topics
GRA,496,Senior Portfolio
GRA,547,Magazine Design and Production
GRA,557,Information Graphics
GRA,567,Advertising Production
GRE,101,Ancient Greek I
GRE,102,Ancient Greek II
GRE,201,Ancient Greek III
GRE,310,Greek Prose Authors
GRE,320,Greek Poetry
GRE,410,Advanced Greek Prose
GRE,420,Advanced Greek Poetry
GRE,500,Greek Prose Authors
GTR,160,Guitar Instruction
GTR,165,Guitar Instruction
GTR,166,Guitar Instruction
GTR,260,Guitar Instruction
GTR,265,Guitar Instruction
GTR,266,Guitar Instruction
GTR,360,Guitar Instruction
GTR,365,Guitar Instruction
GTR,366,Guitar Instruction
GTR,369,Performance Honors in Guitar
GTR,460,Guitar Instruction
GTR,465,Guitar Instruction
GTR,466,Guitar Instruction
GTR,469,Performance Honors in Guitar
GTR,521,Survey of Classical Guitar History and Literature
GTR,524,Classical Guitar Pedagogy
GTR,560,Guitar Instruction
GTR,565,Guitar Instruction
GTR,566,Guitar Instruction
HCA,210,The Business of Healthcare
HCA,310,Electronic Healthcare Systems
HCA,320,Crisis (Emergency) Management
HCA,355,Financial Reimbursement in Healthcare
HCA,370,Human Resource Management
HCA,425,Wellness Consciousness
HCA,450,The Business of Global Health and Epidemiology
HEA,332,Personal Health and Safety
HEA,445,Methods of Teaching Health
HEA,470,Experience Credit
HEB,101,Hebrew I
HEB,102,Hebrew II
HEB,201,Hebrew III
HEB,202,Hebrew IV
HEB,301,Advanced Hebrew I
HEB,303,Advanced Hebrew II
HEB,401,Hebrew Literature in the Original
HEB,480,International Course
HFS,201,Family Development
HFS,202,Development of Children
HFS,204,Applied Research Methods in Child and Family Studies
HFS,255,Interpersonal Competence
HFS,270,Experience Credit
HFS,290,Independent Study
HFS,300,Selected Topics
HFS,315,"Children, Youth, & the Media"
HFS,325,Children and Families in Health Care Settings
HFS,326,Developmental Perspectives in Medical Language
HFS,327,Human Development and Sport
HFS,331,"Play, Childhood Development and Early Education"
HFS,335,Issues and Perspectives in Early Childhood Education
HFS,345,The Developing Infant
HFS,355,"Children’s Learning and Thinking in Culture, Contexts and Application"
HFS,362,Community and Family Resource Management
HFS,363,Midlife Development and Gerontology
HFS,365,Language Development in Children
HFS,375,Internship Pre-Planning
HFS,387,Int Rel & Gender Roles
HFS,388,Human Sexuality
HFS,389,Leading Human Sexuality Discussion Groups
HFS,391,Introduction to Internship Experience
HFS,395,"Risk, Resilience, and Intervention"
HFS,400,Selected Topics
